Inf,Rec,Name,Transfer Value,Pts/Gm,CA,Division,xGP/90,Sv %,xSv %,Aer A/90,OPCrs C/90,Hdrs A,Conv %,Mins/Gl,xA/90,Saves/90,xG/90,Gls/90,NPxG/90,xG/shot,Shot %,Hdrs W/90,K Hdrs/90,Cr C/A,Crs A/90,Cr C/90,OPCr %,OPCrs C,Dist/90,Drb/90,Ps A/90,Ps C/90,Sprints/90,Poss Lost/90,Pr passes/90,Shots Outside Box/90,Shot/90,ShT/90,Blk/90,Clr/90,Int/90,Poss Won/90,OPKP/90,Pres C/90,Shts Blckd/90,Hdr %,Tck/90,Tck R,Pas %,Pres A/90,K Tck/90,Ch C/90,K Ps/90,Asts/90
Opt,  ,Paul O'Brien,£7K  £22K,0.97,82,Sports Direct Premiership,,,,6,0.29,183,,,0.06,,0.01,,0.01,0.09,0%,3.77,0.49,14%,2,0.29,15%,9,12.5km,0.88,45.66,38.45,13.47,15.8,5.74,0.03,0.13,0,1.05,1.74,1.8,8.82,1.31,2.52,0.49,63%,2.39,72%,84%,7.21,0.23,0.23,1.31,0.03
,  ,Lewis Maitland,£26K  £80K,1,89,Sports Direct Premiership,,,,6.64,0.63,222,4%,"3,007.00",0.14,,0.04,0.03,0.04,0.07,17%,3.14,0.21,10%,5.81,0.63,11%,21,12.6km,2.51,34.57,29.24,14.37,16.76,3.74,0.18,0.69,0.12,0.66,1.53,1.89,4.28,1.17,2.66,0.09,47%,1.74,79%,85%,9.82,0.06,0.15,1.17,0.12
U18,  ,Michael Devine,£16K  £50K,1.83,75,Sports Direct Premiership,,,,5.98,0.78,77,13%,"1,159.00",0.18,,0.08,0.08,0.08,0.14,38%,1.24,0,13%,5.82,0.78,13%,10,12.6km,2.48,31.45,26.64,11.42,17.01,2.64,0.16,0.62,0.23,0.47,1.16,1.71,2.41,0.85,2.02,0,21%,1.63,88%,85%,10.02,0.08,0.39,1.32,0.16
,  ,Mark Berry,£120K  £350K,0.93,98,Sports Direct Premiership,,,,5.38,0.92,194,,,0.03,,0.01,,0.01,0.04,18%,3.52,0.19,20%,4.41,0.92,21%,33,12.9km,1.36,43.09,36.37,14.2,15.15,4.91,0.14,0.31,0.06,0.67,1.36,2.36,10.04,1,2.36,0.44,65%,2.36,89%,84%,9.88,0.08,0.06,1,0.03
Frt,  ,Scott Thomson,£2.5K  £7K,1,84,Sports Direct Premiership,,,,5.84,1.01,167,13%,643.75,0.12,,0.11,0.14,0.11,0.09,44%,3.04,0.07,20%,4.86,1.01,21%,29,11.6km,2.55,38.24,32.12,10.83,20.13,3.7,0.38,1.12,0.49,0.56,1.22,1.85,6.47,1.26,2.38,0.07,52%,1.78,77%,84%,9.16,0.14,0.21,1.26,0.07
,  ,Nontas Pidoulas,£90K  £275K,1.3,98,Slovak First Division,,,,6.78,0.72,188,14%,"2,497.00",0.12,,0.03,0.04,0.03,0.11,14%,4.29,0.32,19%,3.75,0.72,19%,20,12.4km,0.72,44.3,38.1,14.06,14.06,6.13,0.07,0.25,0.04,1.08,1.55,2.23,12.69,1.12,1.98,0.25,63%,1.95,78%,86%,8.15,0.11,0.32,1.12,0.11
,  ,Stefano Di Palma,£60K  £170K,1,103,Hungarian Division I,,,,3.2,0.85,68,,,0.06,,0.01,,0.01,0.07,50%,0.8,0.05,12%,6.88,0.9,13%,18,13.0km,1.7,34.68,28.65,17.15,18.28,3.49,0,0.09,0.05,0.66,1.74,2.5,7.59,1.46,2.69,0.14,25%,2.4,78%,83%,11.5,0.19,0.09,1.46,0.05
,  ,Adam Kotora,£130K  £400K,1.03,104,Slovak First Division,,,,5.12,0.44,151,8%,"1,326.50",0.14,,0.07,0.07,0.07,0.09,29%,2.78,0.24,19%,2.31,0.44,19%,13,12.0km,0.92,45.08,39.05,14.69,17,4.99,0.27,0.81,0.24,0.78,1.32,2.27,12.89,0.92,2,0.47,54%,1.87,67%,87%,9.06,0.14,0.2,0.92,0.1
,  ,Nuno Rodrigues,Not for Sale,1.51,114,Slovak First Division,,,,5.78,0.54,226,8%,703.2,0.08,,0.17,0.13,0.17,0.1,33%,2.38,0.08,19%,2.76,0.54,19%,21,12.6km,2.71,29.95,24.93,15.72,18.3,2.35,0.56,1.61,0.54,0.2,0.61,1.69,3.74,1.13,3.2,0,41%,2.38,85%,83%,12.06,0,0.18,1.13,0.08
Yth,  ,Bendegúz Hussein,£4K  £12K,1.29,54,Hungarian Division I,,,,4.29,0.71,73,13%,"1,530.00",0.05,,0.04,0.06,0.04,0.09,13%,1.76,0.06,9%,7.47,0.71,9%,12,13.0km,2.35,34.88,29.12,12.18,29.06,3.47,0.12,0.47,0.06,0.53,2.18,2.53,2.06,1.65,2.76,0,41%,2.12,78%,83%,10,0.18,,1.65,
,  ,Sebastian Cristea,£350K  £1M,1.75,115,Hungarian Division I,,,,4.41,0.28,125,,,0.14,,0,,0,0.02,50%,2.15,0.14,14%,1.91,0.28,15%,8,12.3km,0.81,48.46,41.68,13.34,11.29,6.53,0.07,0.14,0.07,0.71,1.31,2.51,12.81,1.09,2.29,0.35,49%,2.58,80%,86%,8.29,0.28,0.25,1.09,0.07
Wnt,  ,Halil Kaya,£850K  £2.6M,2.03,118,Hungarian Division I,,,,4.57,0.5,119,,,0.13,,0.07,,0.07,0.12,13%,1.8,0.08,7%,6.79,0.5,7%,13,13.4km,2,34.43,28.67,16.31,12.86,2.96,0.15,0.58,0.08,0.46,1.07,1.96,14.01,1.07,3.26,0.15,39%,3.15,83%,83%,11.86,0.04,0.12,1.07,0.08
,  ,Abba Samuel,Not for Sale,1.67,111,Hungarian Division I,,,,4.41,0.35,165,25%,"3,366.00",0.05,,0.03,0.03,0.03,0.3,50%,2.25,0.21,16%,2.17,0.35,16%,13,12.8km,1.15,45.91,40.21,15.27,14.89,5.53,0.05,0.11,0.05,0.72,1.31,2.17,15.4,0.91,2.51,0.53,51%,2.83,80%,88%,8.58,0.11,0.13,0.91,0.03
,  ,Jasper van der Haar,£300K  £850K,1.15,99,Hungarian Division I,,,,5.64,1.08,151,,,0.12,,0.02,,0.02,0.1,20%,3.25,0.52,16%,6.47,1.08,17%,29,12.6km,1.61,41.6,35.69,13.9,16.45,3.33,0.07,0.19,0.04,0.52,1.35,2.28,10.65,1.5,3.18,0.97,58%,3.21,91%,86%,11.14,0.04,0.22,1.5,0.07
,  ,Balázs Stieber,£65K  £200K,1.31,100,Hungarian Division I,,,,4.96,0.49,153,7%,"2,774.00",0.03,,0.04,0.03,0.04,0.09,36%,2.53,0.19,15%,3.24,0.49,15%,15,12.2km,1.62,45.81,39.16,14.5,15.28,5.09,0.1,0.45,0.16,0.45,1.49,2.21,11.39,0.84,2.04,0.52,51%,2.01,78%,85%,7.62,0.03,0.13,0.84,
,  ,Jonathan Martín,£240K  £700K,1.69,106,Slovak First Division,,,,3.7,0.24,91,,,0.16,,0.01,,0.01,0.08,0%,1.59,0.16,9%,2.68,0.24,9%,6,13.1km,1.06,42.82,37.66,18.1,12.81,4.72,0,0.08,0,0.94,1.34,2.2,12.77,1.02,2.48,0.45,43%,2.64,78%,88%,9.68,0.16,0.28,1.02,0.08
,  ,Emil Todorov,£180K  £550K,1.65,103,Slovak First Division,,,,5.73,0.16,141,,,0.06,,0.01,,0.01,0.07,0%,4.14,0.37,7%,2.28,0.16,7%,4,12.3km,0.85,46.73,40.75,14.99,14.14,5.57,0,0.08,0,0.81,1.06,2.8,14.3,1.06,2.36,0.24,72%,2.36,78%,87%,8.65,0.16,0.08,1.06,0.12
Inj,  ,Alessandro Boccafoglia,£60K  £180K,1.3,95,Hungarian Division I,,,,7.9,0.68,245,6%,"2,790.00",0.05,,0.06,0.03,0.06,0.11,31%,4.39,0.68,14%,4.71,0.68,14%,21,12.2km,1.48,47.39,40.68,15.35,18.58,3.87,0.23,0.52,0.16,0.48,1.32,2.42,10.06,0.42,2.23,0.16,56%,2.16,80%,86%,7.61,0.03,0.03,0.42,0.03
,  ,Roland Sipos,£230K  £700K,1.04,95,Hungarian Division I,,,,5.56,0.76,110,18%,593,0.18,,0.11,0.15,0.11,0.13,41%,2.48,0.1,13%,6.17,0.81,13%,15,12.7km,2.93,32.48,27.12,12.75,16.39,3.29,0.35,0.86,0.35,0.3,0.91,1.62,3.19,1.67,2.98,0,45%,1.47,71%,83%,8.6,0,0.25,1.67,0.25
,  ,Orazio Carandente,£75K  £220K,1.89,99,Slovak First Division,,,,6.65,0.77,155,,,0.03,,0.01,,0.01,0.09,0%,4.46,0.64,19%,3.95,0.77,20%,18,12.6km,0.69,44.29,36.74,14.25,14.29,5.19,0,0.13,0,0.73,1.16,2.4,11.97,0.6,1.93,0.21,67%,2.15,88%,83%,8.11,0.09,0.09,0.6,0.04
,  ,Petr Novák,£170K  £500K,1.9,107,Slovak First Division,,,,5.03,0.2,99,33%,"1,771.00",0.04,,0.01,0.05,0.01,0.1,33%,3.51,0.41,9%,2.08,0.2,10%,4,12.4km,1.52,46.65,40.91,13.11,13.06,5.54,0.05,0.15,0.05,0.61,1.22,2.8,17.48,0.76,2.29,0.3,70%,3.05,91%,88%,8.69,0.15,0.05,0.76,
Inj,  ,Kristian Urban,£325K  £950K,1.76,110,Slovak First Division,,,,4.8,0.29,99,6%,"1,857.00",0.06,,0.09,0.05,0.09,0.1,24%,2.13,0.34,15%,1.84,0.29,16%,6,12.7km,0.87,42.94,37.08,14.35,13.33,4.07,0.24,0.82,0.19,0.58,1.31,1.99,12.12,0.82,2.62,1.02,44%,2.67,83%,86%,7.8,0.15,0.15,0.82,0.05
,  ,Ladislav Huk,£170K  £500K,1.36,99,Hungarian Division I,,,,4.24,0.17,98,,,0.01,,0.01,,0.01,0.07,0%,2.07,0.17,7%,2.29,0.17,8%,4,12.1km,0.95,48.11,40.29,13.05,14.01,6.35,0.04,0.17,0,0.78,1.56,2.98,9.77,0.99,2.42,0.3,49%,2.77,85%,84%,8.47,0.13,0.09,0.99,0.04
,  ,Loïc Rohrer,£220K  £650K,1.21,99,Hungarian Division I,,,,6.78,1.01,221,8%,"2,932.00",0.14,,0.05,0.03,0.05,0.12,31%,4.33,0.55,17%,5.83,1.01,17%,33,12.7km,1.6,34.99,30.02,13.26,17.37,3.68,0.15,0.4,0.12,0.8,1.32,2.09,8.1,1.47,2.21,0,64%,1.96,86%,86%,10.59,0.03,0.18,1.47,0.03
,  ,Samuel Thuvesson,£14K  £45K,1.06,101,Slovak First Division,,,,4.98,0.54,83,10%,"1,500.00",0.13,,0.08,0.06,0.08,0.14,30%,3,0.54,19%,2.76,0.54,20%,9,12.9km,0.96,45.84,38.58,14.76,20.1,5.22,0.12,0.6,0.18,0.48,0.96,2.28,11.1,0.9,1.92,0.6,60%,2.04,81%,84%,7.68,0.24,0.18,0.9,
,  ,Luís Lindo,Not for Sale,1.41,97,Slovak First Division,,,,4.85,0.36,133,,,0.12,,0.08,,0.08,0.12,24%,2.7,0.44,10%,3.35,0.36,11%,10,12.0km,1.17,46.55,39.62,13.38,14.18,5.54,0.22,0.62,0.15,0.73,1.17,2.84,12.5,0.84,2.41,0.69,56%,2.44,83%,85%,8.17,0.15,0.18,0.84,0.15
,  ,Syed Ghosh,£275K  £850K,1.23,104,Slovak First Division,,,,3.99,0.41,173,,,0.08,,0.01,,0.01,0.1,25%,1.61,0.18,15%,2.67,0.41,16%,18,13.0km,0.74,45.79,39.11,17.21,15.76,5.28,0.02,0.09,0.02,0.78,1.38,2.28,12.14,0.83,2.79,0.58,40%,3.2,82%,85%,9.12,0.16,0.07,0.83,0.05
,  ,Martim Mafra,£120K  £375K,1.73,106,Slovak First Division,,,,3.87,0.2,96,11%,"1,116.00",0.14,,0.07,0.08,0.07,0.1,22%,2.02,0.16,12%,1.61,0.2,13%,5,12.6km,0.85,46.25,39.72,14.11,14.03,5.56,0.32,0.73,0.16,1.13,1.69,2.46,18.06,0.69,1.9,1.29,52%,2.18,92%,86%,8.43,0.12,0.2,0.69,0.04
,  ,Martin Zahumensky,£28K  £85K,1.48,108,Slovak First Division,,,,5.26,0.37,170,11%,581.2,0.07,,0.16,0.15,0.16,0.11,38%,0.9,0.06,10%,3.59,0.37,10%,12,11.7km,2.26,33.08,27.69,13.44,17.13,2.04,0.43,1.46,0.56,0.37,0.77,1.7,3.84,0.93,2.63,0,17%,2.01,81%,84%,11.74,0.09,0.15,0.93,0.03
,  ,Stephane Ondoa,£850K  £2.5M,1.82,108,Hungarian Division I,,,,4.82,0.51,114,15%,265.88,0.07,,0.31,0.34,0.31,0.14,38%,1.06,0,18%,2.71,0.51,19%,12,11.9km,2.07,30.34,25.85,13.5,20.35,2.33,0.63,2.2,0.85,0.38,0.59,1.99,3.85,1.02,2.88,0,22%,1.9,78%,85%,11.42,0.04,0.08,1.02,0.08
,  ,Márk Nyilas,£110K  £350K,0.97,87,Hungarian Division I,,,,7.75,0.49,221,7%,"2,567.00",0.1,,0.05,0.04,0.05,0.11,29%,4.59,0.84,14%,3.33,0.49,15%,14,12.7km,1.19,45.4,38.29,16.34,19.56,4.21,0.25,0.49,0.14,0.49,1.68,1.96,9.57,0.84,2.28,0.28,59%,2.31,92%,84%,7.5,0.04,0.32,0.84,
,  ,Fabian Młynarczyk,£160K  £475K,0.88,99,Slovak First Division,,,,4.56,0.4,114,33%,"2,249.00",0.06,,0.01,0.04,0.01,0.06,33%,2.8,0.48,14%,2.84,0.4,14%,10,12.7km,0.84,46.14,39.26,14.81,16.53,5.24,0,0.12,0.04,0.68,1.28,2.24,8.84,1.2,2.32,0.44,61%,2.44,87%,85%,8.6,0.08,0.04,1.2,0.08
,  ,Rade Delić,£150K  £450K,1.48,100,Slovak First Division,,,,3.92,0.46,86,,,0.1,,0.01,,0.01,0.06,0%,2.01,0.05,18%,2.51,0.46,18%,10,13.0km,1.46,46.21,39.6,17.68,14.13,5.65,0,0.09,0,0.91,1.37,2.42,11.12,0.87,2.05,0.14,51%,2.37,85%,86%,8.98,0.05,0.14,0.87,0.14
,  ,Lukas Novak,£150K  £450K,1.15,103,Slovak First Division,,,,7.31,0.25,231,,,0.01,,0.08,,0.08,0.11,22%,4.81,0.79,7%,3.2,0.25,8%,8,12.5km,0.73,46.85,40.08,16.33,15.07,4.37,0.22,0.73,0.16,0.73,1.87,2.03,10.86,0.82,2.31,0.38,66%,2.22,80%,86%,7.53,0.09,0.09,0.82,
Wnt,  ,Eyob Ali,£140K  £400K,1.03,109,PKO Bank Polski Ekstraklasa,,,,5.33,0.07,150,18%,843.67,0.08,,0.05,0.11,0.05,0.09,24%,3.88,0.28,6%,1.14,0.07,6%,2,12.7km,0.64,51.95,46.37,10.53,9.64,4.87,0.28,0.6,0.14,0.57,1.71,2.03,15.01,0.85,1.85,0.64,73%,2.03,86%,89%,4.55,0.11,0.25,0.85,0.04
,  ,Imanol Ros,£500K  £1.5M,1.45,100,Romanian First League,,,,4.33,0.22,160,8%,"3,326.00",0.17,,0.03,0.03,0.03,0.1,25%,1.79,0.32,8%,2.54,0.22,9%,8,12.6km,0.62,46.92,40.24,16.91,13.56,5.57,0.05,0.32,0.08,0.7,1.65,2.38,15.23,1.16,2.44,0.81,41%,3.08,88%,86%,9.04,0.14,0.14,1.16,0.14
,  ,Yoan Germany,£550K  £1.6M,1.65,121,Romanian First League,,,,5.37,0.32,236,11%,"3,958.00",0.16,,0.03,0.02,0.03,0.14,44%,3.32,0.48,13%,2.39,0.32,13%,14,12.4km,1.59,47.34,39.41,13.55,14.26,6,0.11,0.2,0.09,0.8,1.34,2.34,13.48,1.09,2.59,0.52,62%,2.64,78%,83%,9.41,0.07,0.14,1.09,0.14
Wnt,  ,Mateusz Góra,£45K  £130K,1.26,94,PKO Bank Polski Ekstraklasa,,,,6.75,0.66,205,9%,"1,366.00",0.17,,0.06,0.07,0.06,0.09,32%,2.96,0.26,13%,5.04,0.66,13%,20,12.1km,1.45,46.45,39.27,15.71,14.4,5.27,0.13,0.72,0.23,0.66,1.88,2.27,11.1,1.09,2.44,0.63,44%,2.27,88%,85%,6.65,0.26,0.13,1.09,0.13
,  ,João Duarte,£130K  £400K,1.12,98,Romanian First League,,,,7.11,0.55,103,8%,"1,304.00",0.01,,0.1,0.07,0.1,0.11,17%,5.45,0.76,16%,3.45,0.55,16%,8,12.1km,1.1,45.97,40.31,15.32,21.88,4.42,0.35,0.83,0.14,0.55,1.1,2.48,10.84,0.69,1.79,0.55,77%,1.66,77%,88%,8.08,0.07,0.07,0.69,0.07
,  ,Vito Čopec,£250K  £750K,1.21,116,PKO Bank Polski Ekstraklasa,,,,4.42,0.91,122,14%,828.67,0.11,,0.08,0.11,0.08,0.11,29%,1.23,0.07,17%,5.03,0.91,18%,25,12.2km,2.57,33.52,28.67,15.53,16.36,3.04,0.25,0.76,0.22,0.83,1.05,2.79,7.89,1.09,2.75,0,28%,2.17,83%,86%,10.93,0,0.11,1.09,0.04
,  ,Benjamin Abdullahi,£700K  £2.1M,1.28,109,Romanian First League,,,,4.21,0.54,141,,,0.03,,0.03,,0.03,0.11,27%,1.61,0.09,22%,2.36,0.54,23%,18,12.4km,1.25,47.43,41.88,15.19,14.42,5.79,0.09,0.33,0.09,0.69,0.9,2.99,11.64,0.81,2.15,0.21,38%,2.36,88%,88%,8.45,0.03,0.06,0.81,0.03
Loa,  ,Patryk Ptak,£1K  £3K,1.3,67,PKO Bank Polski Ekstraklasa,,,,4.74,0.56,34,,,0.03,,0.03,,0.03,0.09,50%,3.07,0.42,15%,3.62,0.56,15%,4,11.8km,0.98,45,36.92,13.24,17.69,5.43,0.14,0.28,0.14,0.14,1.81,0.84,5.43,1.67,2.79,0.14,65%,2.79,87%,82%,7.38,0.14,0.14,1.67,
,  ,Dan Dragomir,£4K  £12K,1.17,87,Romanian First League,,,,5.7,0.44,156,,,0.06,,0,,0,0.02,0%,2.92,0.44,14%,3.07,0.44,14%,12,12.4km,0.88,43.43,36.45,14.37,19.81,4.9,0.11,0.15,0,0.8,1.46,1.94,12.79,1.13,2.16,0.58,51%,2.16,81%,84%,8.26,0.11,0.11,1.13,0.04
Inj,  ,Jakub Marchel,£600K  £1.8M,0.89,112,PKO Bank Polski Ekstraklasa,,,,3.69,0.21,69,20%,"1,681.00",0.05,,0.05,0.05,0.05,0.18,20%,2.09,0,10%,2.09,0.21,10%,4,12.7km,1.66,48.35,43.15,16.54,19.27,6.32,0.11,0.27,0.05,1.07,1.5,2.2,9.8,0.75,2.3,1.02,57%,2.41,76%,89%,9.85,0.21,0.05,0.75,0.05
,  ,Dominik Głowacki,£55K  £170K,0.95,98,PKO Bank Polski Ekstraklasa,,,,8.26,0.86,125,13%,"1,362.00",0.04,,0.07,0.07,0.07,0.13,13%,5.42,0.79,19%,4.43,0.86,19%,13,12.0km,2.11,45.26,37.53,14.54,17.11,4.96,0.13,0.53,0.07,0.33,1.39,1.78,9.65,0.93,1.98,0.33,66%,1.85,70%,83%,7.47,0.07,,0.93,
,  ,Costin Petrache,£400K  £1.2M,1.5,124,Romanian First League,,,,3.33,1.01,128,,,0.07,,0.03,,0.03,0.14,11%,1.22,0.18,15%,6.69,1.01,15%,39,12.9km,2.21,33.51,27.4,16.94,12.62,3.67,0.03,0.23,0.03,0.39,1.33,2.6,12.33,1.43,2.97,0.1,37%,2.94,84%,82%,13.58,0.1,0.1,1.43,0.05
Loa,  ,Sebastian Osiński,£14K  £45K,1.46,77,PKO Bank Polski Ekstraklasa,,,,6.31,0,65,,,0.02,,0,,0,0.02,0%,3.79,0.29,,0.78,0,0%,0,11.2km,0.87,44.85,40.39,8.45,14.76,4.17,0,0.1,0,0.29,0.87,1.36,10,1.75,2.43,0.1,60%,1.65,71%,90%,10.87,0.1,0.1,1.84,0.1
Wnt,  ,Nicklas Karsberg,£325K  £950K,1.61,104,PKO Bank Polski Ekstraklasa,,,,5.65,0.51,177,,,0.09,,0,,0,0.06,0%,3.29,0.8,17%,2.84,0.51,18%,16,12.6km,0.86,46.66,41.17,15.1,11.46,5.94,0,0.06,0,0.73,0.86,2.65,11.84,0.89,2.27,0.1,58%,2.94,89%,88%,8.87,0.03,0.13,0.89,0.13
Wnt,  ,Hubert Baszczyński,£90K,1.13,85,PKO Bank Polski Ekstraklasa,,,,6.84,0.62,166,10%,728,0.09,,0.17,0.12,0.17,0.14,40%,2.8,0.12,15%,4,0.62,15%,15,12.4km,2.1,33.26,28.68,13.27,17.88,2.27,0.45,1.24,0.49,0.33,1.32,1.36,4.24,1.52,3.13,0,41%,1.98,81%,86%,11.37,0.04,0.12,1.52,0.08
,  ,Paweł Skrobosiński,£22K  £65K,1.13,100,PKO Bank Polski Ekstraklasa,,,,3.77,0.27,113,,,0.07,,0.02,,0.02,0.09,0%,2.23,0.13,11%,2.33,0.27,11%,8,12.5km,1.1,47.87,40.27,13.93,15.37,6.13,0.1,0.2,0,0.83,1.3,2.6,11.2,1.1,2.47,0.2,59%,2.7,77%,84%,8.8,0.23,0.07,1.1,0.1
,  ,Aleksandar Simić,£9K  £28K,1.9,111,PKO Bank Polski Ekstraklasa,,,,2.86,0.41,21,,,0.06,,0.01,,0.01,0.1,0%,1.91,0,12%,3.41,0.41,12%,3,12.6km,0.68,41.59,37.23,15.95,14.18,4.64,0,0.14,0,0.82,1.64,0.95,13.64,1.36,3.82,0.41,67%,3.95,91%,90%,8.45,0.27,0.55,1.36,
,  ,Rico Mottley,£250K  £750K,1.84,109,Romanian First League,,,,7.66,0.05,279,,,0.04,,0.05,,0.05,0.11,24%,5.49,1.15,11%,0.47,0.05,12%,2,11.2km,0.47,58.2,52.35,7.06,4.64,3.98,0.11,0.47,0.11,0.36,1.15,1.62,14.69,0.22,1.65,0.52,72%,1.73,80%,90%,4.15,0.27,0.14,0.22,0.03
,  ,Michał Góralczyk,£130K  £400K,0.93,91,PKO Bank Polski Ekstraklasa,,,,5.36,0.42,141,,,0.02,,0,,0,0.05,0%,3.08,0.57,15%,2.7,0.42,15%,11,12.0km,0.87,48.29,40.84,13.42,18.33,5.89,0.04,0.08,0,0.61,1.25,1.94,8.1,1.56,2.55,0.49,57%,2.81,90%,85%,7.79,0.15,0.04,1.56,
,  ,Daniel Martins,£325K  £1M,0.83,109,Romanian First League,,,,5.01,0.39,179,2%,"3,214.00",0.08,,0.16,0.03,0.16,0.12,13%,2.63,0.28,15%,2.49,0.39,16%,14,12.9km,1.12,47.55,42.42,18.9,11.99,5.74,0.39,1.34,0.17,0.7,1.18,2.13,10.86,0.95,2.27,0.34,53%,2.24,78%,89%,8.62,0.2,0.11,0.95,0.06
,  ,Enrico Ferrara,£325K  £950K,1.33,106,Romanian First League,,,,5.11,0.36,129,,,0.16,,0.09,,0.09,0.25,0%,2.97,0.44,12%,2.77,0.36,13%,9,12.7km,0.91,46.35,40.33,16.91,14.54,5.43,0,0.36,0,0.59,1.19,2.89,8.68,1.03,2.69,0.24,58%,2.77,80%,87%,8.75,0.08,0.28,1.03,0.12
Wnt,  ,Sandro Weber,£65K,0.92,87,Swiss Super League,,,,5.41,1.3,200,,,0.04,,0.02,,0.02,0.16,0%,2.19,0.3,16%,7.95,1.3,16%,48,13.4km,1.41,33.16,28.32,14.57,22.51,4.27,0,0.11,0,0.46,1.11,2.49,7.14,1.46,2.32,1.03,41%,2.22,80%,85%,10.51,0.03,0.08,1.46,
,  ,Mislav Babić,£425K  £1.2M,0.93,105,Swiss Super League,,,,3.37,0.47,93,,,0.12,,0,,0,0,,1.41,0.04,12%,3.77,0.47,13%,13,12.5km,2.39,42.94,35.26,13.25,20.42,4.05,0,,,0.8,1.3,2.86,8.25,1.16,2.43,0.22,42%,2.24,81%,82%,11.58,0.22,0.14,1.16,0.04
,  ,Agon Krasniqi,£850K  £2.5M,1.49,111,Swiss Super League,,,,4,0.42,153,,,0.09,,0.03,,0.03,0.14,0%,1.49,0.42,15%,2.64,0.42,16%,16,12.6km,1.2,47.79,41.27,17.18,14.25,5.99,0.05,0.21,0,0.47,1.18,2.64,11.06,1.07,2.54,0.44,37%,2.69,76%,86%,8.61,0.16,0.1,1.07,0.03
,  ,Nemanja Blagojević,£60K  £180K,1.65,100,Swiss Super League,,,,5.55,0.15,74,,,0.09,,0.02,,0.02,0.05,75%,4.35,0.45,8%,1.73,0.15,9%,2,13.3km,0.6,44.59,38.43,15.09,15.16,4.58,0.23,0.3,0.23,0.9,1.65,2.1,14.79,1.2,2.7,1.05,78%,2.03,61%,86%,8.56,0.15,0.15,1.2,0.08
,  ,Jürg Pastore,Not for Sale,1.37,122,Swiss Super League,,,,4.15,0.54,170,5%,"1,845.00",0.27,,0.13,0.05,0.13,0.13,27%,1.22,0,16%,3.24,0.54,17%,22,12.6km,1.8,32.63,28.02,15.27,12.2,4.05,0.24,1,0.27,0.49,1.02,2.17,6.93,1.37,3.61,0,29%,2.51,82%,86%,11.37,0,0.44,1.37,0.27
,  ,Stefan Talcevski,£2.7M  £8M,1.72,118,Swiss Super League,,,,4.29,0.34,128,,,0.08,,0.01,,0.01,0.09,20%,2.65,0.2,16%,2.08,0.34,16%,10,12.5km,1.21,47.08,40.41,15.56,15.86,5.7,0.03,0.17,0.03,0.91,0.94,2.31,12.91,0.74,2.08,0.47,62%,2.62,88%,86%,8.99,0.1,0.2,0.74,0.13
,  ,Lorenzo Amoruso,£1.2M  £3.6M,1.26,110,Swiss Super League,,,,3.54,0.2,104,3%,"2,643.00",0.08,,0.13,0.03,0.13,0.11,29%,0.85,0.07,22%,0.92,0.2,22%,6,12.3km,1.06,45.02,39.84,10.56,12.36,3.1,0.24,1.19,0.34,0.37,0.82,1.53,11.31,1.23,3,0,24%,1.67,74%,89%,10.45,0.03,0.31,1.23,0.14
Trn,  ,Giancarlo Benedetti,£1.5M  £4.5M,1.43,117,Swiss Super League,,,,5.57,0.66,143,,,0.16,,0.01,,0.01,0.12,0%,2.46,0.19,13%,5.07,0.66,13%,17,11.8km,1.33,32.7,26.74,18.9,13.06,3.74,0.04,0.12,0,0.39,0.94,1.83,8.15,1.09,2.69,0.12,44%,2.73,84%,82%,11.73,0.04,0.39,1.09,0.16
,  ,Ersin Köse,£1.1M  £3.4M,1.29,113,Swiss Super League,,,,4.02,0.29,140,,,0.06,,0.03,,0.03,0.11,11%,2.15,0.17,12%,2.38,0.29,12%,10,12.6km,0.75,47.4,41.51,15.57,15.4,5.86,0.14,0.26,0.03,0.89,1.41,2.33,11.58,1.03,2.47,0.26,54%,2.36,71%,88%,9.16,0.09,0.17,1.03,0.11
,  ,Yong Zhao,£130K  £400K,1.6,98,Norwegian Premier Division,,,,5.63,0.7,40,,,0.05,,0.02,,0.02,0.04,0%,3.52,0.14,12%,5.77,0.7,12%,5,13.2km,2.11,43.66,36.06,17.18,17.61,4.37,0.28,0.56,0,0.99,1.83,2.82,11.41,0.85,1.41,0,63%,1.55,92%,83%,7.46,0.28,,0.85,
,  ,Shadreck Mwanza,£200K  £600K,1.85,112,Norwegian Premier Division,,,,3.39,0.68,30,,,0.09,,0.04,,0.04,0.37,0%,1.58,0.11,20%,3.28,0.68,21%,6,12.3km,1.36,47.04,41.04,14.81,13,5.88,0,0.11,0,1.02,1.24,2.04,16.62,0.9,1.7,0.34,47%,2.04,86%,87%,9.27,0.11,,0.9,0.11
,  ,Inge Henning Dåbakk,£5K  £16K,1.3,85,Norwegian Premier Division,,,,3.71,0,27,,,0.02,,0.02,,0.02,0.11,100%,1.92,0,,0.27,0,0%,0,13.6km,0.82,50.56,44.79,11.13,8.79,2.34,0.14,0.14,0.14,0.55,1.1,1.92,5.77,0.41,2.2,0,52%,1.79,93%,89%,10.72,0,0.27,0.41,
