Inf,Rec,Name,Transfer Value,Pts/Gm,CA,Division,xGP/90,Sv %,xSv %,Aer A/90,OPCrs C/90,Hdrs A,Conv %,Mins/Gl,xA/90,Saves/90,xG/90,Gls/90,NPxG/90,xG/shot,Shot %,Hdrs W/90,K Hdrs/90,Cr C/A,Crs A/90,Cr C/90,OPCr %,OPCrs C,Dist/90,Drb/90,Ps A/90,Ps C/90,Sprints/90,Poss Lost/90,Pr passes/90,Shots Outside Box/90,Shot/90,ShT/90,Blk/90,Clr/90,Int/90,Poss Won/90,OPKP/90,Pres C/90,Shts Blckd/90,Hdr %,Tck/90,Tck R,Pas %,Pres A/90,K Tck/90,Ch C/90,K Ps/90,Asts/90
,  ,Fred Covino,£210K  £650K,2.18,104,Belarusian Highest League,,,,7.71,0,84,,,0.04,,0.01,,0.01,0.08,0%,4.5,1.28,,0.18,0,0%,0,11.3km,0.18,53.39,42.94,5.87,2.57,3.3,0.18,0.18,0,0.64,1.83,1.19,18.62,0.18,0.92,0.09,58%,0.92,83%,80%,3.3,0.18,,0.18,0.09
,  ,Vladimir Vakulich,£2K  £6K,1,80,Belarusian Highest League,,,,7.12,0.62,57,13%,720,0.06,,0.07,0.12,0.07,0.07,13%,3.5,0.25,16%,3.88,0.62,16%,5,12.3km,0.62,45.12,39.25,13.62,16,4.62,0.62,1,0.12,1,1.5,1.5,12,0.88,2.62,0.88,49%,2.62,95%,87%,6.25,0.25,0.12,0.88,
,  ,Murat Mejitov,£45K  £140K,1.67,105,Belarusian Highest League,,,,7.27,0,126,14%,"1,560.00",0.02,,0.03,0.06,0.03,0.08,29%,4.5,0.75,,0.17,0,0%,0,11.6km,0.06,58.73,51,6.17,3.12,3.69,0.12,0.4,0.12,0.46,1.27,1.44,18.58,0.23,0.92,1.21,62%,0.75,68%,87%,3.35,0.23,0.06,0.23,
,  ,Alexandr Novik,£2K  £5K,1.33,86,Belarusian Highest League,,,,7.18,0,72,,,0.06,,0.04,,0.04,0.09,0%,4.99,0.3,,0,0,,0,10.8km,0.1,52.88,45.6,5.59,4.39,3.89,0.1,0.4,0,0.7,1.9,1.9,13.57,0.5,1,0.5,69%,0.9,82%,86%,3.39,0.2,,0.5,
,  ,Kirill Burma,£7K  £20K,1.1,72,Belarusian Highest League,,,,8.91,0,82,,,0,,0.02,,0.02,0.1,50%,5.76,1.3,,0.11,0,0%,0,10.7km,0.22,52.28,44.24,5.76,5.65,3.8,0,0.22,0.11,0.76,0.87,1.63,8.91,0.22,1.09,0.11,65%,1.09,77%,85%,3.48,0.22,0.11,0.22,
Req,  ,Marko Milovanović,£10K  £30K,1.6,95,Belarusian Highest League,,,,10.05,0,69,,,0.01,,0,,0,0,0%,6.99,1.75,,0,0,,0,11.2km,,54.17,43.83,6.26,2.33,2.62,0.15,0.15,0,0.87,1.02,1.6,16.02,0,0.73,2.04,70%,0.44,50%,81%,3.2,0,,,
,  ,Vladislav Grekovich,£4.5K  £14K,2,86,Belarusian Highest League,,,,9.39,0,95,,,0.03,,0.04,,0.04,0.2,50%,7.21,0.89,,0.49,0,0%,0,11.2km,0.1,51.08,45.15,5.24,3.95,3.46,0,0.2,0.1,0.2,1.09,1.68,16.7,0.3,0.99,0.49,77%,0.99,100%,88%,2.96,0.3,0.1,0.3,
Res,  ,Vladislav Sedko,£18K  £55K,1.67,88,Belarusian Highest League,,,,9.21,0,109,,,0.07,,0.04,,0.04,0.09,0%,6.42,0.68,,0.08,0,0%,0,10.7km,0.17,51.89,43.44,4.82,2.96,3.46,0.17,0.42,0,0.68,1.61,1.27,15.46,0.42,1.1,0.34,70%,1.35,89%,84%,3.8,0.42,,0.42,0.17
,  ,Aleksandar Aleksov,£10K  £30K,1.12,86,Belarusian Highest League,,,,8.44,0.19,90,7%,960,0.15,,0.09,0.09,0.09,0.07,36%,6.38,0.38,11%,1.69,0.19,11%,2,11.7km,1.22,41.91,35.16,9.94,14.72,2.72,0.56,1.31,0.47,0.66,1.41,1.97,7.5,0.75,2.16,0.09,76%,1.03,73%,84%,8.16,0,0.38,0.84,
,  ,Kirill Ermolenko,£24K  £70K,1.57,98,Belarusian Highest League,,,,9.63,0,138,11%,"1,290.00",0.03,,0.12,0.07,0.12,0.19,22%,6.14,1.33,,0.21,0,0%,0,11.8km,,55.19,47.93,5.58,3.14,3.28,0.14,0.63,0.14,0.42,1.6,1.6,16.6,0.35,1.12,0.98,64%,1.12,80%,87%,3.28,0.28,,0.35,
,  ,Vladislav Tarlovskiy,£12K  £35K,1.33,96,Belarusian Highest League,,,,9.63,0,111,,,0.02,,0.03,,0.03,0.08,25%,6.77,1.3,,0.17,0,0%,0,11.0km,,54.33,43.13,5.03,2.86,3.82,0.09,0.35,0.09,0.52,1.56,2,20.92,0.43,0.87,0.61,70%,0.52,50%,79%,3.04,0.17,0.09,0.43,0.09
,  ,Sami Mikkonen,£10K  £30K,1.58,79,Finnish Premier League,,,,8.8,0,82,,,0.04,,0.03,,0.03,0.12,0%,6.76,1.07,,0,0,,0,10.9km,,51.7,44.3,4.51,3.86,3.75,0,0.21,0,0.32,1.5,0.86,14.7,0.21,1.5,0.32,77%,1.5,78%,86%,3.86,0.21,,0.21,
Wnt,  ,Oleksandr Moroz,£0,1.29,81,Finnish Premier League,,,,8.99,0.07,125,,,0.06,,0.01,,0.01,0.06,0%,6.33,1.51,7%,1.01,0.07,7%,1,11.6km,,50.25,42.05,6.61,5.25,3.52,0.07,0.14,0,0.36,1.44,1.29,11.5,0.5,1.65,0.58,70%,1.08,54%,84%,3.67,0.22,0.22,0.5,
,  ,Göktuğ Tütüneker,£170K  £500K,1.85,97,Finnish Premier League,,,,5.13,0.15,34,,,0.13,,0,,0,0,,1.36,0.3,50%,0.3,0.15,50%,1,11.2km,0.3,54.57,49.6,6.63,4.22,3.47,0,,,0.6,1.06,0.9,11.61,1.21,2.71,0.45,26%,2.26,94%,91%,8.89,0.15,0.3,1.21,0.45
,  ,Yasin Dilek,£40K  £120K,1.1,98,Finnish Premier League,,,,7.88,0,63,,,0.03,,0.03,,0.03,0.25,0%,5.12,1,,0.12,0,0%,0,10.9km,0.12,56.25,49.88,4.62,4,3.12,0,0.12,0,1,1.62,1.38,16.88,0.12,0.75,1.12,65%,1.12,100%,89%,2.88,0.12,0.12,0.12,
,  ,Emil Karlsson,£18K  £55K,1.5,84,Finnish Premier League,,,,9.06,0.17,107,20%,"1,063.00",0.13,,0.07,0.08,0.07,0.17,60%,7.2,0.93,66%,0.25,0.17,67%,2,11.1km,,51.31,43.69,5.42,3.89,3.89,0.08,0.42,0.25,0.34,2.12,1.78,14.82,0.34,1.27,1.35,79%,1.35,100%,85%,3.13,0.25,,0.34,0.08
,  ,Jukka Manninen,£16K  £50K,2,84,Finnish Premier League,,,,8.43,0,91,10%,971,0.02,,0.07,0.09,0.07,0.08,30%,5.93,0.93,,0.46,0,0%,0,11.3km,0.28,51.07,42.64,5.56,5.38,3.52,0.19,0.93,0.28,0.65,1.3,1.39,17.98,0.19,0.74,0.37,70%,0.65,70%,83%,2.5,0,,0.19,0.09
,  ,Odirlei,£95K  £275K,1.75,86,Finnish Premier League,,,,8.33,0.11,75,,,0.02,,0.05,,0.05,0.07,29%,6.33,0.44,50%,0.22,0.11,50%,1,10.5km,0.33,51.33,40.89,4.33,4,4.22,0.44,0.78,0.22,0.44,2,1.11,18.67,0.67,1.89,0.11,76%,0.89,47%,80%,3.44,0.67,,0.67,
,  ,Olle Samuelsson,£16K  £50K,1.46,86,Finnish Premier League,,,,9.52,0,113,,,0.12,,0.04,,0.04,0.1,20%,6.32,1.1,,0,0,,0,10.7km,0.42,51.4,43.31,4.13,3.88,4.04,0.17,0.42,0.08,0.25,1.52,1.01,15,0.42,1.01,1.01,66%,0.76,60%,84%,3.2,0.17,0.34,0.42,0.08
,  ,Valery Klimov,£150K  £450K,1.83,99,Finnish Premier League,,,,7.63,0,78,,,0.04,,0.05,,0.05,0.06,0%,5.67,0.68,,0.1,0,0%,0,10.3km,0.1,52.63,45,5.38,4.3,3.82,0.2,0.78,0,0.68,1.47,1.08,20.84,0.68,1.57,0.2,74%,1.27,72%,86%,4.5,0.2,,0.68,0.1
,  ,Stijn Degryse,£45K  £130K,1.31,87,Finnish Premier League,,,,4.81,0.18,54,,,0.06,,0.05,,0.05,0.06,11%,2.85,0.45,66%,0.27,0.18,67%,2,13.0km,0.45,50.12,43.8,9.17,9.17,3.65,0.27,0.8,0.09,0.45,1.69,1.25,10.06,0.98,2.31,0.45,59%,1.96,92%,87%,8.9,0,0.18,0.98,0.09
,  ,Rachid El Yamani,£85K  £250K,1.83,96,Finnish Premier League,,,,8.86,0.08,105,,,0.06,,0.14,,0.14,0.14,17%,6.42,1.01,5%,1.52,0.08,6%,1,10.9km,,51.16,44.75,8.27,5.91,5.07,0.25,1.01,0.17,0.51,2.2,1.6,19.08,1.01,1.52,0.34,72%,0.93,46%,87%,4.81,0.25,0.17,1.01,
,  ,Kevin Norén,£60K  £180K,1.43,88,Finnish Premier League,,,,8.79,0,123,15%,630,0.02,,0.1,0.14,0.1,0.1,54%,6.64,1.14,,0.21,0,0%,0,11.0km,0.07,59,48.79,4.93,3.5,4.36,0.29,0.93,0.5,0.36,1.64,1.29,15.64,0.29,1.36,0.57,76%,1.07,75%,83%,3.43,0.14,0.14,0.29,
,  ,Thomas Prosilis,£0,1.42,89,Finnish Premier League,,,,8.52,0,78,,,0.01,,0.07,,0.07,0.17,25%,7.32,0.55,,0.33,0,0%,0,11.3km,,49.37,42.82,5.24,4.59,4.26,0.11,0.44,0.11,0.44,2.95,0.98,15.29,0.76,1.2,0.44,86%,1.09,91%,87%,3.39,0.33,0.11,0.76,
,  ,Stipe Šimurina,£140K  £400K,1.6,90,Finnish Premier League,,,,9.87,0.1,98,,,0,,0.01,,0.01,0.05,33%,7.05,1.21,100%,0.1,0.1,100%,1,11.6km,0.1,51.74,42.48,4.53,4.03,3.62,0,0.3,0.1,0.4,2.01,1.91,12.28,0.2,1.11,0.3,71%,0.81,67%,82%,2.72,0.1,,0.2,
,  ,Santeri Eriksson,£40K  £120K,1.25,90,Finnish Premier League,,,,8.97,0,79,,,0.02,,0.19,,0.19,0.12,7%,5.56,1.25,,0.79,0,,0,11.0km,0.11,53.46,45.51,4.43,3.4,4.88,0.91,1.59,0.11,0.68,1.93,1.02,12.48,0.45,0.79,0.91,62%,0.57,63%,85%,2.38,0,,0.45,0.11
,  ,ZidanTymofii Dzhasim,£130K  £375K,1.33,92,Finnish Premier League,,,,7.77,0.47,116,,,0.08,,0.01,,0.01,0.04,40%,6.1,0.94,16%,2.88,0.47,16%,7,10.7km,0.6,46.31,38.06,6.3,6.37,3.82,0.13,0.34,0.13,0.54,1.01,1.47,17.49,0.54,1.41,1.01,78%,1.34,80%,82%,5.36,0.13,0.07,0.54,
,  ,Timo Nieminen,£120K  £350K,2.19,93,Finnish Premier League,,,,8.79,0.07,123,,,0.05,,0.08,,0.08,0.09,33%,5.93,0.64,14%,0.5,0.07,14%,1,11.7km,0.14,56.21,46.5,5.57,2.64,4.36,0.29,0.86,0.29,0.5,1.86,1.5,16.07,0.86,1.36,0.21,67%,1.43,95%,83%,4,0.5,0.14,0.86,
Inj,  ,Vesa Myllymäki,£240K  £750K,1.92,104,Finnish Premier League,,,,6.37,0,82,25%,579,0,,0.15,0.16,0.15,0.23,38%,4.9,0.85,,0,0,,0,11.1km,,59.38,51.76,4.74,2.8,3.73,0.16,0.62,0.23,0.39,1.48,1.63,20.52,0.08,1.48,0.62,77%,1.48,86%,87%,3.96,0.31,,0.08,
,  ,Mathias Jacobsen,£16K  £50K,1.55,93,Finnish Premier League,,,,5.73,0.09,63,6%,990,0.25,,0.14,0.09,0.14,0.1,31%,3.27,0.09,50%,0.18,0.09,50%,1,12.0km,0.45,53.27,46.18,9.09,7.82,3.73,0.55,1.45,0.45,0.64,1.73,1.82,11.64,1,2,0.36,57%,1.45,62%,87%,8,0.18,0.27,1,0.09
Inj,  ,Danilo Rossi,£120K  £350K,1.7,104,Finnish Premier League,,,,6.92,0,41,,,0,,0.04,,0.04,0.12,0%,3.71,1.01,,0,0,,0,11.1km,,54.54,44.24,5.4,3.21,2.36,0.17,0.34,0,0.51,1.01,1.52,14.35,0.17,1.35,0.51,54%,1.01,46%,81%,3.04,0.34,,0.17,
,  ,Filip Nyqvist,£110K  £325K,1.57,93,Finnish Premier League,,,,8.49,0.08,111,,,0.02,,0.01,,0.01,0.08,0%,6.73,1.38,16%,0.46,0.08,17%,1,11.1km,0.15,51.12,42.09,5.59,4.52,4.13,0,0.15,0,0.15,1.22,1.15,17.3,0.23,1.61,0.46,79%,1.3,81%,82%,3.6,0.46,,0.23,
Inj,  ,Tuomas Koivisto,Not for Sale,1.42,94,Finnish Premier League,,,,9.08,0,109,,,0.02,,0.1,,0.1,0.13,22%,5.92,0.92,,0.08,0,0%,0,11.6km,,59.92,51.25,5.75,3.75,3.5,0.08,0.75,0.17,0.67,2,1.5,12.83,0.58,1.83,0.75,65%,1.33,70%,86%,4.08,0.5,,0.58,
,  ,Rijad Ragipović,£140K  £425K,2,104,Finnish Premier League,,,,7.52,0.39,115,,,0.02,,0.02,,0.02,0.09,0%,5.43,0.52,35%,1.11,0.39,35%,6,11.1km,0.2,55.6,47.03,7.52,6.67,4.71,0.13,0.26,0,0.78,1.37,1.44,17.2,0.52,1.18,0.52,72%,1.57,92%,85%,4.32,0.33,,0.52,0.07
,  ,Petri Lehtovaara,£110K  £350K,1.6,107,Finnish Premier League,,,,6.93,0.07,98,,,0.03,,0.08,,0.08,0.11,10%,5.24,0.71,16%,0.42,0.07,17%,1,11.4km,0.21,56.53,48.33,6.86,3.54,3.89,0.14,0.71,0.07,0.57,1.34,1.77,22.78,0.42,1.49,0.99,76%,1.49,84%,85%,3.18,0.28,0.07,0.42,
,  ,Óscar Gascón,£70K  £210K,2.25,100,Finnish Premier League,,,,7,0,63,,,0.04,,0.05,,0.05,0.05,0%,3.89,0.33,,0,0,,0,11.2km,,59.33,54,5.56,2.44,3.22,0.56,0.89,0,0.78,1.56,1.44,23.67,0.67,1.33,0.44,56%,1.44,81%,91%,3.44,0.33,,0.67,0.22
,  ,Marc Santamaría,£90K  £275K,1.4,100,Finnish Premier League,,,,7.47,0,95,,,0.06,,0.04,,0.04,0.12,0%,5.27,0.79,,0.16,0,0%,0,10.7km,0.08,54.86,45.83,5.34,4.4,3.3,0.08,0.31,0,0.39,1.18,1.49,17.76,0.31,1.49,0.79,71%,1.26,67%,84%,3.85,0.39,,0.31,
,  ,José Rocha,£50K  £160K,1.13,94,Finnish Premier League,,,,9.8,0,144,,,0.03,,0.04,,0.04,0.09,33%,6.2,1.23,,0,0,,0,11.4km,,52.56,46.36,5.58,2.79,3.88,0.07,0.41,0.14,0.54,1.63,1.77,16.2,0.14,0.82,0.89,63%,0.61,69%,88%,3.4,0,0.14,0.14,0.14
Unh,  ,Ville Rahikka,£210K  £650K,1.5,100,Finnish Premier League,,,,6.75,0,108,,,0.08,,0.08,,0.08,0.13,20%,4.75,0.69,,0.06,0,0%,0,11.5km,0.19,56.5,47.44,5.31,3.88,3.19,0.06,0.62,0.12,0.44,1.19,1.75,16.5,0.31,1.25,0.81,70%,1.12,78%,84%,3.12,0.31,0.06,0.31,0.06
,  ,Bernardo Roque,£150K  £475K,1.07,100,Finnish Premier League,,,,8.29,0.07,116,,,0.04,,0.03,,0.03,0.04,30%,5.86,1.21,33%,0.21,0.07,33%,1,11.2km,0.07,55.07,46.93,4.43,4,4.07,0.29,0.71,0.21,0.43,1.29,1.86,16.29,0.21,1,0.86,71%,0.64,53%,85%,2.71,0.21,0.07,0.21,0.14
,  ,Jakub Gawlik,£28K  £85K,1.64,107,Finnish Premier League,,,,5.68,0,62,14%,982,0.06,,0.09,0.09,0.09,0.14,57%,3.02,0.92,,0,0,,0,11.3km,0.09,54.71,45.55,5.13,4.4,4.12,0.27,0.64,0.37,0.37,0.64,1.83,17.69,0.27,1.37,0.27,53%,0.92,59%,83%,3.94,0.18,0.09,0.27,
,  ,Shota Yoshino,£325K  £950K,1.27,115,Finnish Premier League,,,,6.44,0.07,91,,,0.02,,0.02,,0.02,0.1,33%,3.68,0.57,33%,0.21,0.07,33%,1,12.0km,0.21,53.21,48.18,7.22,4.74,4.6,0.14,0.21,0.07,0.5,1.63,1.63,20.02,0.57,1.42,0.42,57%,1.63,85%,91%,4.6,0.64,0.07,0.57,
,  ,Memiş Özseçgin,£70K  £200K,1.15,97,Finnish Premier League,,,,9.34,0.08,115,,,0.03,,0.07,,0.07,0.23,25%,6.9,0.41,50%,0.16,0.08,50%,1,10.7km,,50.93,42.4,5.85,3.74,4.39,0,0.32,0.08,0.73,2.6,2.03,18.03,0.65,1.06,1.06,74%,1.06,87%,83%,3.66,0.41,0.24,0.65,
,  ,Iñigo Hernández Sánchez,£120K  £350K,2.15,108,Finnish Premier League,,,,6.96,0,90,,,0.08,,0.07,,0.07,0.12,25%,4.48,1.16,,0,0,,0,11.2km,0.15,56.21,49.33,6.19,2.47,4.33,0.15,0.62,0.15,0.7,0.93,2.01,22.27,0.39,1.39,0.77,64%,1.16,60%,88%,4.79,0.23,0.15,0.39,0.08
Loa,  ,Adnan Basic,£55K  £160K,1.25,76,Finnish Premier League,,,,9.58,0,59,,,0,,0.2,,0.2,0.6,0%,5.52,0.97,,0.16,0,0%,0,10.7km,0.16,53.77,42.56,3.41,4.22,3.57,0,0.32,0,1.14,1.79,1.14,11.05,0.16,0.97,1.14,58%,0.97,86%,79%,3.74,0,,0.16,0.16
,  ,Arturo Balrak,£120K  £350K,1.73,95,Finnish Premier League,,,,9.52,0,82,,,0.03,,0.05,,0.05,0.15,0%,5.69,1.39,,0.7,0,0%,0,11.3km,0.58,49.01,41.92,7.43,6.74,3.6,0.23,0.35,0,0.46,1.97,1.05,15.1,0.46,1.39,1.05,60%,0.93,44%,86%,4.41,0.12,,0.46,
,  ,Oliver Pettersson,£35K  £100K,1.27,77,Finnish Premier League,,,,9.19,0.15,126,11%,"1,234.00",0.03,,0.08,0.07,0.08,0.12,33%,6.13,1.17,50%,0.29,0.15,50%,2,10.9km,0.07,52.66,44.49,4.3,3.5,4.52,0.15,0.66,0.22,0.15,1.75,1.02,13.35,0.51,1.68,0.29,67%,1.39,79%,84%,3.65,0.36,,0.51,0.07
,  ,Markus Tauriainen,£30K  £85K,1.6,102,Finnish Premier League,,,,7.02,0,93,,,0.01,,0.02,,0.02,0.07,0%,4.38,0.45,,0.3,0,0%,0,11.2km,,55.07,49.19,5.13,2.49,2.49,0.15,0.3,0,0.45,1.21,2.11,18.03,0.38,0.91,0.53,62%,1.13,79%,89%,2.64,0.38,,0.38,
,  ,Karl Flynn,£80K  £240K,2.13,98,Irish Premier Division,,,,6.7,0.37,73,,,0.07,,0.05,,0.05,0.14,0%,4.5,0.64,23%,1.56,0.37,24%,4,11.6km,0.92,47.66,38.76,10.56,11.66,4.22,0,0.37,0,0.64,1.47,1.84,12.86,0.64,2.11,0.37,67%,2.3,93%,81%,6.34,0.28,,0.64,
Lst,  ,Finn CousinDawson,£1K,1.17,77,Irish Premier Division,,,,9.27,0,163,13%,"1,583.00",0.05,,0.03,0.06,0.03,0.07,13%,6.42,1.42,,0.11,0,0%,0,10.4km,,56.74,48.44,4.78,4.15,3.24,0.17,0.45,0.06,0.51,1.54,1.42,14.38,0.4,1.48,1.19,69%,1.14,74%,85%,3.7,0.4,0.11,0.4,0.11
Inj,  ,Roddy Keena,£425K  £1.3M,0.75,110,Irish Premier Division,,,,7.73,0,56,,,0.03,,0.01,,0.01,0.04,0%,4.83,1.24,,0,0,,0,10.6km,,59.91,51.21,4.83,2.9,3.31,0.28,0.28,0,0.83,1.79,1.66,15.87,0.14,0.83,1.52,63%,0.83,100%,85%,2.48,0,,0.14,
,  ,Wayne Molloy,£250K  £750K,1.85,102,Irish Premier Division,,,,8.07,0,164,,,0.06,,0.04,,0.04,0.15,40%,4.97,0.89,,0.1,0,0%,0,11.1km,0.05,58.13,50.26,5.7,3.54,3.79,0,0.25,0.1,0.59,1.18,1.77,16.72,0.34,1.28,0.44,62%,1.08,76%,86%,3.15,0.34,0.05,0.34,
,  ,Liam McAlinney,Not for Sale,1.11,97,Irish Premier Division,,,,9.39,0,169,14%,"1,620.00",0.07,,0.02,0.06,0.02,0.04,14%,6.78,0.78,,0.06,0,0%,0,10.5km,0.06,51.72,41.56,3.89,4.28,4.33,0.28,0.39,0.06,0.61,1.44,1.22,14.39,0.44,1.33,0.33,72%,1.11,80%,80%,2.89,0.22,0.11,0.44,0.06
,  ,Jimmy McCarthy,£1K  £3K,1,80,Irish Premier Division,,,,9.37,0,178,33%,"1,710.00",0.01,,0.03,0.05,0.03,0.16,33%,6.89,1,,0.11,0,0%,0,11.4km,0.05,50.11,41.47,5.47,4.84,3.74,0,0.16,0.05,0.63,1.42,1.79,9.05,0.32,1,0.37,74%,0.95,82%,83%,3.16,0.16,,0.32,0.05
,  ,Packie Doona,£550K  £1.6M,1.62,117,Irish Premier Division,,,,6.44,0,103,,,0.06,,0.08,,0.08,0.15,50%,4.44,0.81,,0.25,0,0%,0,10.9km,0.06,59.25,50.62,4.38,2.69,4.19,0.19,0.5,0.25,0.38,1.12,1.94,19.25,0.44,1.38,0.75,69%,1.81,97%,85%,3.69,0.44,0.25,0.44,0.06
,  ,Dylan Smith,£325K  £950K,1.39,112,Irish Premier Division,,,,7.51,0.06,121,,,0.03,,0.02,,0.02,0.08,0%,4.47,0.74,33%,0.19,0.06,33%,1,10.8km,0.06,57.75,50.86,4.53,3.54,4.03,0.06,0.19,0,0.37,0.93,1.49,16.93,0.31,1.3,0.56,60%,1.49,92%,88%,3.04,0.25,0.06,0.31,0.06
,  ,Stephen Nagle,£190K  £550K,1,110,Irish Premier Division,,,,7.5,0,135,,,0.02,,0.05,,0.05,0.1,25%,5.67,1.11,,0.17,0,0%,0,11.4km,0.33,55.56,47,5.28,3.06,3.44,0.11,0.44,0.11,0.22,1,1.39,19.78,0.17,1.39,0.56,76%,1.28,79%,85%,3.33,0.17,0.11,0.17,
Trn,  ,Ross Friel,£0,1.58,94,Irish Premier Division,,,,8.13,0,150,,,0.01,,0.05,,0.05,0.19,20%,5.2,0.76,,0.16,0,0%,0,11.7km,0.22,58.39,50.1,5.75,3.58,3.2,0,0.27,0.05,0.38,1.68,1.46,14.64,0.11,1.25,0.81,64%,1.14,84%,86%,3.69,0.11,,0.11,
Wnt,  ,Philip Hall,£550K  £1.7M,1.53,119,Irish Premier Division,,,,7.16,0,136,,,0.1,,0.1,,0.1,0.12,13%,4.32,1.32,,0.16,0,0%,0,10.9km,0.05,58.11,53.79,5.21,2.84,3.53,0.11,0.84,0.11,0.47,1.26,1.89,21.74,0.21,1.11,0.74,60%,1.05,74%,93%,3.26,0.26,0.26,0.21,0.05
,  ,Andy Lewis,£375K  £1.1M,0.88,101,Irish Premier Division,,,,7.79,0,117,,,0.03,,0.02,,0.02,0.06,0%,5.53,0.53,,0.13,0,0%,0,10.5km,0.33,53.09,45.3,3.86,3.8,4.46,0.2,0.4,0,0.4,1.53,1.33,13.39,0.4,1.2,0.93,71%,1.13,68%,85%,3.8,0.27,0.07,0.4,
,  ,Newman Marschall,£650K  £2M,1.58,119,Irish Premier Division,,,,7.38,0.05,138,13%,"1,683.00",0.03,,0.04,0.05,0.04,0.1,25%,4.49,1.23,33%,0.16,0.05,33%,1,11.1km,0.37,57.17,51.93,4.87,2.35,3.69,0.16,0.43,0.11,0.27,1.02,2.25,17.17,0.05,1.23,0.86,61%,1.18,76%,91%,3.26,0.32,,0.05,0.05
,  ,Alfie Taylor,£9K  £28K,1.56,84,Irish Premier Division,,,,9.12,0,133,,,0.07,,0.06,,0.06,0.3,0%,7.13,0.82,,0.89,0,0%,0,11.2km,0.07,55.45,44.83,5.28,4.04,3.84,0.07,0.21,0,0.41,1.58,1.78,18.64,0.96,1.85,1.17,78%,1.92,88%,81%,4.39,0.48,,0.96,
,  ,Samuel CleallHarding,£14K  £40K,1.15,85,Irish Premier Division,,,,8.36,0,90,20%,969,0.03,,0.06,0.09,0.06,0.12,40%,5.39,1.49,,0,0,,0,10.8km,0.09,50.53,42.17,4.27,4.18,2.51,0.19,0.46,0.19,0.46,1.39,1.67,10.03,0.09,1.02,0.46,64%,1.11,100%,83%,2.04,0.09,,0.09,0.09
,  ,Jack Wyllie,£150K  £425K,1.71,102,Irish Premier Division,,,,5.61,0.24,93,14%,"1,491.00",0.17,,0.03,0.06,0.03,0.08,29%,3.44,0.48,11%,2.17,0.24,11%,4,12.8km,0.54,46.66,40.02,14.25,16.18,5.79,0.12,0.42,0.12,0.85,1.33,2.6,10.87,0.78,2.47,0.18,61%,2.6,88%,86%,8.09,0.12,0.3,0.78,0.12
,  ,Gary Wells,£95K  £275K,1.94,110,Irish Premier Division,,,,6.94,0.06,117,,,0.02,,0.11,,0.11,0.21,22%,4.75,0.95,33%,0.18,0.06,33%,1,11.1km,0.3,54.82,47.17,6.05,5.28,4.21,0.12,0.53,0.12,0.65,1.25,2.02,21.54,0.47,1.01,1.13,68%,0.83,64%,86%,4.51,0.24,0.12,0.47,
,  ,Aaron O'Reilly,£35K  £100K,1.19,90,Irish Premier Division,,,,9.06,0,168,,,0.07,,0,,0,0.01,0%,6.09,1.29,,0.22,0,0%,0,10.6km,,51.28,42.38,3.45,3.51,4.53,0.05,0.05,0,0.38,1.89,1.13,15.31,0.38,2,0.81,67%,1.56,74%,83%,3.67,0.32,0.11,0.38,0.05
,  ,Charlie Tasker,Not for Sale,1,102,Irish Premier Division,,,,7.89,0.11,142,,,0.06,,0.06,,0.06,0.13,0%,5,0.94,66%,0.17,0.11,67%,2,10.9km,,54.5,50.83,4.83,2.67,4.44,0.17,0.5,0,0.5,1.17,1.56,17.61,0.22,1.22,0.39,63%,1.39,89%,93%,3.22,0.22,0.06,0.22,0.06
Loa,  ,Michael Murphy,£7K  £22K,1.31,84,Irish Premier Division,,,,9.62,0,95,,,0.09,,0.02,,0.02,0.15,0%,5.57,0.91,,0.3,0,0%,0,10.8km,,51.53,41.2,5.16,3.14,3.34,0,0.1,0,0.51,1.42,1.42,12.76,0.51,1.42,1.11,58%,1.01,71%,80%,2.73,0.51,,0.51,0.1
,  ,Adebayo Odumosu,£85K  £250K,1.94,100,Irish Premier Division,,,,6.53,0,108,,,0.02,,0.01,,0.01,0.18,0%,5.14,0.54,,0.12,0,0%,0,10.8km,,56.94,50.35,4.9,3.69,4.53,0,0.06,0,0.66,1.51,1.69,16.32,0.24,1.33,0.48,79%,1.45,80%,88%,3.02,0.36,,0.24,
,  ,Sean Roughan,£0,1.36,84,Irish Premier Division,,,,7.83,0.36,66,20%,759,0.08,,0.05,0.12,0.05,0.09,20%,5.34,0.95,12%,4.27,0.47,11%,3,10.9km,0.59,50.4,43.16,9.72,7.11,5.34,0,0.59,0.12,0.83,1.66,1.66,16.36,0.59,1.66,1.54,68%,2.13,90%,86%,6.28,0.12,0.12,0.59,0.12
,  ,Scott Bailey,£150K  £450K,0.53,89,Irish Premier Division,,,,8.93,0,108,,,0.01,,0.02,,0.02,0.06,25%,5.87,1.07,,0,0,,0,10.5km,0.08,52.23,42.07,3.72,4.79,4.96,0.25,0.33,0.08,0.5,1.24,1.65,12.89,0.25,0.91,1.16,66%,1.16,100%,81%,2.73,0,0.17,0.25,
